1,0.672
1,0.667
1,0.675
1,0.669
1,0.662
2,0.725
2,0.703
2,0.715
2,0.723
2,0.717
3,0.789
3,0.796
3,0.813
3,0.778
3,0.788
4,0.905
4,0.909
4,0.912
4,0.905
4,0.881
5,0.978
5,0.979
5,1.026
5,1.120
5,1.011
6,1.117
6,1.109
6,1.109
6,1.073
6,1.076
7,1.187
7,1.187
7,1.218
7,1.242
7,1.160
8,1.343
8,1.292
8,1.224
8,1.259
8,1.277
9,1.309
9,1.348
9,1.353
9,1.322
9,1.326
10,1.280
10,1.360
10,1.300
10,1.335
10,1.272
11,1.392
11,1.321
11,1.362
11,1.401
11,1.386
12,1.418
12,1.440
12,1.339
12,1.332
12,1.342
13,1.384
13,1.336
13,1.328
13,1.306
13,1.310
14,1.346
14,1.362
14,1.330
14,1.346
14,1.367
15,1.375
15,1.239
15,1.291
15,1.235
15,1.213
16,1.257
16,1.350
16,1.301
16,1.357
16,1.268
17,1.269
17,1.307
17,1.315
17,1.358
17,1.319
18,1.322
18,1.328
18,1.326
18,1.347
18,1.348
19,1.377
19,1.157
19,1.152
19,1.151
19,1.175
20,1.183
20,1.159
20,1.146
20,1.139
20,1.222
21,1.170
21,1.204
21,1.225
21,1.191
21,1.154
22,1.193
22,1.218
22,1.168
22,1.172
22,1.185
23,1.255
23,1.263
23,1.248
23,1.219
23,1.245
24,1.267
24,1.298
24,1.295
24,1.245
24,1.311
25,1.324
25,1.327
25,1.336
25,1.323
25,1.328
26,1.421
26,1.368
26,1.377
26,1.379
26,1.371
27,1.435
27,1.416
27,1.410
27,1.369
27,1.412
28,1.470
28,1.454
28,1.453
28,1.388
28,1.428
29,1.484
29,1.471
29,1.464
29,1.465
29,1.466
30,1.571
30,1.544
30,1.541
30,1.478
30,1.534
31,1.565
31,1.596
31,1.617
31,1.582
31,1.576
32,1.598
32,1.557
32,1.615
32,1.540
32,1.596
33,1.628
33,1.645
33,1.596
33,1.676
33,1.637
34,1.639
34,1.684
34,1.676
34,1.653
34,1.666
35,1.763
35,1.752
35,1.700
35,1.759
35,1.726
36,1.803
36,1.834
36,1.816
36,1.800
36,1.728
37,1.819
37,1.875
37,1.862
37,1.804
37,2.051
38,1.970
38,2.069
38,1.870
38,1.962
38,2.100
39,1.962
39,1.937
39,1.921
39,1.972
39,1.949
40,2.016
40,2.026
40,1.950
40,1.988
40,2.004
41,2.069
41,2.166
41,2.122
41,2.093
41,2.101
42,2.313
42,2.218
42,2.209
42,2.191
42,2.211
43,2.265
43,2.258
43,2.230
43,2.475
43,2.293
44,2.310
44,2.350
44,2.490
44,2.349
44,2.313
45,2.515
45,2.426
45,2.384
45,2.500
45,2.555
46,2.528
46,2.480
46,2.429
46,2.513
46,2.482
47,2.706
47,2.564
47,2.568
47,2.549
47,2.970
48,2.665
48,2.623
48,2.589
48,2.639
48,2.620
49,2.769
49,2.665
49,2.786
49,2.701
49,2.774
50,2.828
50,2.810
50,2.873
50,2.809
50,2.807
51,2.918
51,3.301
51,2.899
51,3.146
51,2.897
52,3.032
52,3.270
52,3.016
52,3.026
52,3.077
53,3.102
53,3.261
53,3.073
53,3.120
53,3.151
54,3.252
54,3.166
54,3.176
54,3.264
54,3.120
55,3.323
55,3.716
55,3.658
55,3.218
55,3.290
56,3.329
56,3.377
56,3.520
56,3.366
56,3.337
57,3.639
57,3.501
57,3.463
57,3.671
57,3.498
58,3.744
58,3.564
58,3.623
58,3.597
58,3.632
59,3.602
59,3.617
59,3.616
59,3.569
59,3.751
60,3.991
60,3.794
60,3.791
60,3.780
60,3.769
61,3.944
61,3.964
61,3.898
61,3.881
61,3.983
62,4.035
62,4.004
62,3.986
62,4.011
62,4.049
63,4.064
63,4.041
63,4.050
63,4.097
63,4.092
64,4.164
64,4.331
64,4.181
64,4.110
64,4.202
65,4.290
65,4.290
65,4.408
65,4.311
65,4.385
66,4.409
66,4.516
66,4.278
66,4.546
66,4.381
67,4.627
67,4.413
67,4.619
67,4.480
67,4.481
68,4.539
68,4.635
68,4.601
68,4.565
68,4.935
69,4.695
69,4.688
69,4.711
69,4.603
69,4.674
70,4.757
70,4.759
70,4.889
70,4.864
70,4.765
71,4.932
71,4.733
71,4.871
71,4.851
71,4.788
72,5.051
72,4.943
72,4.870
72,4.846
72,4.856
73,4.915
73,4.946
73,4.908
73,5.085
73,5.615
74,5.831
74,5.724
74,5.154
74,5.356
74,5.538
75,5.944
75,5.747
75,6.238
75,5.465
75,5.481
76,5.517
76,5.523
76,5.688
76,5.547
76,5.419
77,5.561
77,5.532
77,5.917
77,5.688
77,5.786
78,5.825
78,5.424
78,5.577
78,5.952
78,5.721
79,5.948
79,5.642
79,5.682
79,5.995
79,6.365
80,5.972
80,5.964
80,6.199
80,6.341
80,6.250
81,7.006
81,6.421
81,7.126
81,6.597
81,6.942
82,6.771
82,6.934
82,6.458
82,6.677
82,7.029
83,7.182
83,6.753
83,6.480
83,6.957
83,7.012
84,7.292
84,7.269
84,7.082
84,6.804
84,7.275
85,7.075
85,7.589
85,7.236
85,7.093
85,6.794
86,7.555
86,7.345
86,6.910
86,7.493
86,7.489
87,7.138
87,7.085
87,7.186
87,7.237
87,7.302
88,7.805
88,7.126
88,6.783
88,7.474
88,7.054
89,6.500
89,7.681
89,7.236
89,6.676
89,6.968
90,7.281
90,7.347
90,7.074
90,7.048
90,7.201
91,7.054
91,7.229
91,6.939
91,7.472
91,7.302
92,7.541
92,7.670
92,8.078
92,7.935
92,7.852
93,7.589
93,7.991
93,7.103
93,8.044
93,7.763
94,8.105
94,7.874
94,8.204
94,6.935
94,7.530
95,8.023
95,8.167
95,7.802
95,7.610
95,7.633
96,7.514
96,7.971
96,8.091
96,7.697
96,7.994
97,7.655
97,8.188
97,8.033
97,7.756
97,7.746
98,7.764
98,8.204
98,7.536
98,8.464
98,8.581
99,7.808
99,8.287
99,7.903
99,8.301
99,8.545
