1,1.088
1,1.056
1,1.077
1,1.135
1,1.074
6,1.552
6,1.563
6,1.550
6,1.625
6,1.635
11,1.865
11,1.887
11,1.923
11,1.855
11,1.845
16,2.252
16,2.191
16,2.274
16,2.383
16,2.244
21,2.644
21,2.514
21,2.859
21,2.772
21,2.668
26,3.338
26,2.841
26,3.111
26,3.132
26,2.924
31,3.679
31,3.379
31,3.371
31,3.367
31,3.327
36,3.973
36,4.027
36,4.007
36,3.886
36,4.102
41,4.731
41,4.908
41,4.405
41,4.707
41,4.927
46,5.377
46,5.352
46,5.125
46,5.360
46,5.291
51,5.661
51,6.289
51,5.811
51,5.821
51,5.766
56,6.278
56,6.619
56,5.925
56,6.730
56,7.004
61,7.134
61,6.768
61,7.205
61,6.420
61,7.038
66,6.929
66,7.252
66,6.796
66,7.766
66,7.468
71,7.281
71,7.295
71,7.068
71,7.428
71,7.989
76,8.214
76,8.035
76,8.160
76,7.507
76,7.874
81,8.971
81,8.642
81,8.190
81,8.431
81,9.212
86,9.162
86,9.048
86,8.931
86,10.070
86,9.201
91,10.017
91,9.769
91,9.570
91,9.654
91,9.404
96,10.906
96,11.018
96,11.231
96,11.013
96,10.722
